CustomerID,Age,Gender,Province,City,JoinDate,TenureYears_Reported,PrimaryAccountType,NumProductsHeld,AccountBalance,CreditScore,AnnualIncome,MonthlyTransactions,ComplaintsLast12M,HasOnlineBanking,HasMobileApp,PreferredChannel,MaritalStatus,EmploymentStatus,LastContactDate,Churned
CUS10369,57.0,MALE,Newfoundland and Labrador,Corner Brook,2010-01-19,14.9,Credit Card,4,"$-1,612.55",892.0,"$38,000",19,0,0,0,In-Branch,Divorced,Student,2021-01-30,No
CUS12389,34.0,non-binary,NS,Sydney,2013-10-04,11.2,Mortgage,4,1928.2,755.0,"$81,700",18,0,No,No,Mobile App,Married,Full-Time,06-20-2021,No
CUS11319,48.0,MALE,Que.,Quebec City,04-14-2011,13.7,Mortgage,4,"$5,789.85",749.0,57800.0,31,3,No,No,Online,Married,Unemployed,2021-11-18,No
CUS10494,62.0,male,NL,Corner Brook,30-Jun-2013,,Credit Card,4,-548.88,867.0,34K,34,0,No,1,Phone,Married,Part-Time,2024-05-21,Yes
CUS11964,51.0,FEMALE,SK,Saskatoon,05-Apr-2017,7.7,RRSP,3,12418.65,751.0,60700.0,0,0,1,No,online,Single,Part-Time,23-May-2023,Yes
CUS13155,35.0,Male,nova scotia,Halifax,2011-07-10,13.5,Savings,1,"$1,962.53",687.0,"$52,200",16,0,No,Y,Mobile App,Divorced,,29-Sep-2012,No
CUS10334,32.0,male,New Brunswick,Saint John,10-08-2022,2.2,RRSP,4,"$2,078.78",798.0,102600.0,14,0,No,Yes,Branch ,Widowed,Part-Time,2024-02-17,No
CUS11476,48.0,Female,Que.,Laval,2018-01-29,6.9,Chequing,2,2581.57,727.0,"$33,400",20,4,Yes,No,Branch ,Married,Full-Time,2019-01-02,Yes
CUS13458,,female,Quebec,Montreal,2020-12-08,4.1,Chequing,1,543.42,634.0,"$33,200",16,0,Yes,Yes,Branch,Widowed,Unemployed,2024-09-24,Yes
CUS11139,62.0,NON-BINARY,Alberta,Red Deer,04-11-2023,1.7,Personal Loan,2,"$1,264.20",620.0,"$26,700",5,0,Yes,1,Phone Banking,,Retired,2024-10-23,No
CUS11222,45.0,NON-BINARY,QC,Montreal,28/11/2023,1.1,RRSP,2,76769.27,751.0,54K,10,0,No,Y,phone,Widowed,Student,2024-12-07,No
CUS12814,23.0,female,Ontario,Toronto,2020-08-14,4.4,RRSP,2,"$7,794.38",588.0,85K,18,1,Yes,TRUE,Mobile App,Widowed,Student,"April 08, 2023",Yes
CUS10381,,F,ontario,Toronto,08-20-2023,1.4,Savings,2,"$12,292.58",601.0,"$68,900",12,0,Yes,Yes,Phone Banking,Single,Student,28-Nov-2023,No
CUS13076,24.0,M,Newfoundland and Labrador, St. John's ,2016-02-18,8.9,Personal Loan,1,"$27,368.64",683.0,"$95,400",10,0,No,Yes,App,Single,Full-Time,08/02/2018,No
CUS13260,,MALE,Nova Scotia,Halifax,21/03/2016,8.8,Savings,4,"$2,153.77",731.0,76100.0,6,0,Yes,0,Online banking,Widowed,Full-Time,31/10/2021,No
CUS10068,18.0,Male,British Columbia,Surrey,2015-11-15,9.1,Personal Loan,4,3959.25,826.0,"$29,100",20,0,No,FALSE,,Divorced,Student,2017-06-22,Yes
CUS12425,41.0,Female,SK,Regina,2017-05-19,7.6,RRSP,3,658.17,712.0,43K,13,0,No,Yes,Phone Banking,Single,Unemployed,03-Oct-2021,No
CUS12743,32.0,male,Alta.,Calgary,"April 26, 2023",1.7,TFSA,1,"$4,798.91",630.0,52200.0,7,0,Y,TRUE,Phone Banking,Divorced,Part-Time,2023-10-23,No
CUS11883,32.0,NON-BINARY,Ontario,Toronto,24/03/2023,1.8,TFSA,3,8545.19,535.0,68000.0,0,0,N,Y,Phone,Single,Full-Time,06/06/2024,
CUS10478,28.0,female,SK,Regina,14/12/2020,4.0,Credit Card,4,-462.9,619.0,38K,21,0,0,Yes,Online,,Full-Time,2023-11-05,No
CUS13683,55.0,F,PE,Charlottetown,05-18-2013,11.6,Credit Card,5,"$4,357.44",625.0,,25,0,0,1,phone,Divorced,Part-Time,2021-12-06,No
CUS14184,55.0,F,Manitoba,Brandon,13-Jan-2012,13.0,Savings,4,1377.08,684.0,81400.0,11,1,N,Yes,Branch ,Married,Part-Time,31-Oct-2012,No
CUS12383,48.0,Female,ON,Ottawa,18-Aug-2020,4.4,Mortgage,3,23775.16,627.0,40K,23,0,Yes,Y,Phone Banking,Widowed,Unemployed,2021-02-16,No
CUS11173,55.0,F,Que.,Laval,2010-01-31,14.9,Savings,1,3155.73,784.0,"$52,800",20,0,Yes,Yes,Online banking,Widowed,Full-Time,2023-12-16,No
CUS12360,50.0,Male,B.C.,Vancouver,2016-05-05,8.7,Mortgage,4,"$2,258.96",678.0,36300.0,0,0,Yes,No,Phone,Divorced,Full-Time,2021-05-16,No
CUS10426,58.0,female,british columbia,Vancouver,14-May-2011,13.6,Credit Card,3,"$6,851.78",697.0,42700.0,8,1,N,Yes,online,Single,Unemployed,22/07/2022,No
CUS12256,45.0,F,PE,Charlottetown,24/11/2021,3.1,Credit Card,4,-645.53,711.0,"$92,200",5,0,Yes,N,phone,Divorced,Retired,30/01/2022,Yes
CUS11334,29.0,FEMALE,british columbia, Kelowna ,2020-05-20,4.6,Savings,4,5487.56,606.0,49000.0,8,0,Yes,Yes,mobile app,Widowed,Retired,2022-04-18,Yes
CUS10200,24.0,MALE,SK,Regina,2022-08-19,2.4,RRSP,1,"$2,164.59",660.0,"$106,000",10,0,N,0,Mobile,Married,Self-Employed,2023-12-20,No
CUS12358,49.0,Male,NL,St. John's,2016-10-04,8.2,Credit Card,4,"$-1,714.42",712.0,51K,13,0,N,No,Branch,Married,Part-Time,2024-07-24,No
CUS13389,,MALE,Ont.,London,12-25-2016,8.0,TFSA,3,"$14,711.45",644.0,,11,0,No,No,Phone Banking,Married,Self-Employed,27-Nov-2020,Yes
CUS11939,37.0,FEMALE,Nova Scotia,Halifax,20/08/2016,8.4,RRSP,1,2950.82,783.0,"$77,300",14,1,Yes,No,Mobile,Single,Self-Employed,2021-11-27,No
CUS10144,38.0,FEMALE,nova scotia,Sydney,2013-01-30,11.9,TFSA,3,"$1,423.96",731.0,66K,16,0,No,No,Phone Banking,,Part-Time,03-17-2017,No
CUS11218,0.0,Female,B.C.,Vancouver,07-28-2021,3.4,Chequing,3,"$5,182.62",542.0,51300.0,3,0,No,N,Phone,Divorced,Student,2022-10-13,No
CUS10250,38.0,FEMALE,nova scotia,Halifax,2022-11-13,2.1,RRSP,1,1659.2,732.0,"$62,700",18,1,FALSE,Yes,Phone,Widowed,Part-Time,2023-01-16,No
CUS13910,53.0,F,BC,Surrey,2015-08-31,9.3,Savings,2,"$1,842.67",554.0,,2,0,N,No,online,Divorced,Part-Time,04-27-2022,Yes
CUS11455,45.0,FEMALE,MB,Winnipeg,09-07-2015,9.3,RRSP,3,"$2,049.74",584.0,70800.0,17,4,No,Yes,Mobile App,Married,Retired,02-09-2019,No
CUS13530,41.0,female,NS,Halifax,10/10/2022,2.2,Savings,3,"$10,655.37",667.0,"$59,200",20,0,TRUE,Yes,Online banking,Widowed,Unemployed,2023-06-02,No
CUS10418,41.0,Male,saskatchewan,Regina,2012-02-12,12.9,Personal Loan,1,1091.77,762.0,42K,0,1,Y,N,online,Single,Part-Time,"October 02, 2013",Yes
CUS10912,45.0,Female,british columbia,Vancouver,2012-02-21,12.9,Mortgage,2,7051.35,627.0,,8,0,No,Yes,Phone,Single,Retired,2014-11-05,No
CUS13270,32.0,M,New Brunswick,Saint John,2019-05-29,5.6,Chequing,3,8386.71,764.0,68700.0,15,0,Yes,Yes,phone,Divorced,Full-Time,01-09-2020,Yes
CUS12712,51.0,M,newfoundland, Corner Brook ,2021-09-11,3.3,Chequing,3,"$9,564.98",624.0,79300.0,21,1,Yes,TRUE,Branch ,Single,Full-Time,10-20-2024,No
CUS12566,20.0,male,Que.,Montreal,2021-12-22,3.0,Personal Loan,1,22952.18,635.0,24K,17,0,Y,N,Branch,Widowed,Retired,13/11/2023,
CUS12310,41.0,Male,Nova Scotia,Sydney,2011-07-12,13.5,Personal Loan,3,4780.17,699.0,46K,21,1,Y,1,Branch ,Single,Full-Time,11-20-2024,No
CUS12113,48.0,M,MB,Brandon,2021-12-11,3.1,Personal Loan,1,"$5,893.80",602.0,"$18,500",20,0,No,N,Online,Single,Full-Time,01-13-2024,No
CUS13890,46.0,Female,BC,Surrey,22/02/2010,14.9,Credit Card,2,-553.79,545.0,"$52,000",5,0,No,Y,Branch ,Single,Self-Employed,12/06/2023,No
CUS12836,41.0,NON-BINARY,AB,Lethbridge,08-23-2018,6.4,Personal Loan,2,486.2,675.0,63K,9,0,1,Yes,branch,Single,Part-Time,2019-02-08,Yes
CUS11289,64.0,Male,BC, Kelowna ,2013-10-02,11.2,Mortgage,4,"$1,156.92",454.0,38300.0,18,2,1,Yes,Branch,Single,Self-Employed,02/10/2023,No
CUS13650,43.0,FEMALE,NB,Saint John,2018-01-23,6.9,Savings,3,2471.82,640.0,"$82,300",19,0,1,TRUE,Online,Married,Retired,02-21-2021,No
CUS10913,74.0,male,alberta, Red Deer ,2010-05-31,14.6,Savings,2,1809.1,602.0,68900.0,6,0,Y,N,online,Single,Part-Time,06/08/2022,Yes
CUS12552,57.0,Female,Newfoundland and Labrador,Corner Brook,2015-02-12,9.9,Chequing,3,"$2,881.22",723.0,74800.0,9,0,No,TRUE,Online banking,Married,Full-Time,2019-05-15,No
CUS13031,36.0,NON-BINARY,new brunswick,Moncton,30/09/2011,13.3,Mortgage,3,19768.56,649.0,50100.0,6,0,No,N,Online Banking,Divorced,Student,08/06/2016,No
CUS10766,63.0,Female,SK,Regina,2022-12-04,2.1,Credit Card,5,"$2,813.88",555.0,44K,6,0,No,No,phone,Single,Full-Time,05/03/2023,No
CUS13069,34.0,M,alberta,Edmonton,12-08-2011,13.1,Credit Card,2,-1694.01,588.0,32K,14,1,Yes,N,In-Branch,Married,Self-Employed,2021-09-28,Yes
CUS10147,35.0,F,Ontario,Mississauga,2015-09-27,9.3,Credit Card,2,-1508.42,509.0,"$44,200",5,1,FALSE,Y,Branch,Single,Self-Employed,2020-06-29,No
CUS11134,34.0,M,Ont., Toronto ,16/04/2022,2.7,Credit Card,1,1812.76,767.0,80K,6,0,No,No,phone,Widowed,Unemployed,07/09/2023,No
CUS10395,39.0,MALE,Quebec,Quebec City,10-15-2022,2.2,Chequing,3,"$13,618.32",598.0,"$107,300",18,0,Yes,0,,Widowed,,2024-09-01,No
CUS13802,40.0,Male,saskatchewan,Saskatoon,05-14-2023,1.6,Chequing,1,1042.94,611.0,41200.0,15,0,Yes,No,Phone Banking,Married,Full-Time,08/01/2024,Yes
CUS10046,37.0,NON-BINARY,Saskatchewan,Saskatoon,2022-02-12,2.9,Savings,3,"$2,012.89",760.0,62K,21,0,Yes,1,Online Banking,Single,Unemployed,2023-07-14,No
CUS12554,41.0,Female,Nova Scotia,Sydney,2022-08-05,2.4,TFSA,1,"$14,502.97",682.0,55700.0,24,0,0,TRUE,phone,Widowed,Full-Time,"March 30, 2023",No
CUS10322,39.0,FEMALE,newfoundland,Corner Brook,2013-04-22,11.7,Credit Card,3,-643.59,670.0,26K,18,0,No,Yes,Online Banking,Widowed,Student,12/08/2014,Yes
CUS12160,39.0,Non-binary,Manitoba,Winnipeg,2023-04-27,1.7,Credit Card,2,-1806.01,693.0,51900.0,12,0,No,No,Online Banking,Divorced,Unemployed,2024-09-21,No
CUS11958,46.0,M,Ont.,Mississauga,08-02-2017,7.4,Mortgage,1,"$2,776.99",513.0,78K,12,3,N,No,Phone Banking,Single,Student,"December 27, 2020",Yes
CUS12571,32.0,FEMALE,BC,Vancouver,21/06/2020,4.5,Savings,1,5936.78,830.0,38000.0,10,2,Yes,N,App,Divorced,Self-Employed,2023-01-21,Yes
CUS12428,43.0,female,saskatchewan,Regina,2019-07-07,5.5,Credit Card,2,2401.92,628.0,102300.0,8,0,FALSE,Y,Branch ,Widowed,,24/01/2020,No
CUS12899,34.0,male,Alberta,Red Deer,19-Jun-2014,,Personal Loan,1,3840.72,692.0,63K,18,1,Yes,Y,App,Divorced,Full-Time,25/12/2019,No
CUS14013,55.0,female,B.C.,Vancouver,19/06/2014,10.5,Personal Loan,2,722.29,581.0,"$119,800",14,0,0,1,Phone,Single,Self-Employed,2017-10-08,Yes
CUS12937,46.0,female,manitoba,Winnipeg,2022-07-25,2.4,Chequing,3,6431.77,721.0,38K,17,2,N,No,mobile app,Married,Self-Employed,06/06/2023,No
CUS12072,24.0,male,Nova Scotia,Sydney,"May 25, 2014",10.6,Savings,3,"$11,672.53",0.0,55300.0,30,0,Y,No,In-Branch,Widowed,Retired,10/09/2017,No
CUS13784,40.0,Male,NB,Moncton,12-18-2022,2.0,Credit Card,4,"$-1,638.15",825.0,69800.0,12,0,No,No,phone,Widowed,Unemployed,2024-07-17,Yes
CUS12365,21.0,NON-BINARY,newfoundland,Corner Brook,2020-02-03,4.9,Chequing,3,"$1,744.78",720.0,72300.0,11,1,Yes,Yes,App,Single,Full-Time,03-27-2023,Yes
CUS10931,29.0,F,NB,Moncton,2018-03-25,6.8,RRSP,2,12685.69,706.0,46K,13,0,No,Yes,In-Branch,Widowed,Self-Employed,19-Jun-2018,No
CUS12269,18.0,MALE,B.C.,Vancouver,01/09/2014,10.3,TFSA,5,15838.2,878.0,72000.0,17,0,N,Yes,Online banking,Divorced,Unemployed,07-20-2024,No
CUS14003,34.0,MALE,new brunswick,Saint John,2018-06-04,6.6,Personal Loan,1,"$1,710.96",575.0,70K,2,0,N,No,phone,Married,Unemployed,2024-05-19,Yes
CUS11946,28.0,male,ON,Toronto,13-Nov-2014,10.1,Personal Loan,2,"$4,984.62",692.0,87K,17,0,Yes,No,online,Widowed,Unemployed,07-Mar-2020,Yes
CUS13228,27.0,Female,Ontario,London,2023-12-11,1.1,TFSA,1,10215.38,801.0,"$54,200",14,2,Yes,FALSE,App,Single,Self-Employed,07/04/2024,Yes
CUS13564,34.0,male,nova scotia,Sydney,2023-06-17,1.5,Mortgage,1,7478.18,750.0,89K,15,2,Y,Yes,Mobile App,Married,Self-Employed,2024-02-25,Yes
CUS10607,51.0,Male,alberta,Edmonton,15-Sep-2010,14.3,Mortgage,2,5778.08,811.0,66300.0,20,2,Yes,Yes,phone,Divorced,Retired,14-Sep-2019,No
CUS10075,43.0,male,pei,Charlottetown,2017-08-09,7.4,TFSA,1,3276.08,535.0,59400.0,13,0,N,Yes,Phone,Divorced,Retired,2018-02-14,Yes
CUS11765,60.0,Male,Prince Edward Island,Charlottetown,2015-12-04,9.1,Personal Loan,2,"$1,743.56",,23K,2,0,Yes,Yes,Online banking,Married,Student,27/04/2019,Yes
CUS11323,34.0,Female,Saskatchewan,Regina,2022-07-17,,Personal Loan,4,7718.11,558.0,103K,14,0,1,No,phone,Single,Unemployed,03/06/2024,No
CUS11577,29.0,Female,new brunswick,Moncton,27/12/2010,14.0,Personal Loan,2,"$1,210.14",563.0,28K,17,1,Yes,N,Branch ,Divorced,Full-Time,2020-03-19,Yes
CUS12783,59.0,FEMALE,British Columbia,Victoria,02-16-2020,4.9,Credit Card,3,$-289.30,571.0,"$51,900",6,0,Yes,No,mobile app,Single,Retired,27-Jul-2023,Yes
CUS10114,28.0,MALE,ON,Toronto,15-Nov-2019,5.1,Savings,3,"$4,931.11",,68K,18,0,Y,Yes,Phone,Widowed,Self-Employed,10-10-2024,No
CUS10987,30.0,Male,pei,Charlottetown,06-07-2022,2.6,Credit Card,5,"$5,032.62",696.0,38000.0,21,0,Yes,0,Branch,Widowed,Part-Time,2023-06-27,No
CUS13760,37.0,male,Nova Scotia,Sydney,2022-09-06,2.3,Credit Card,3,"$10,963.58",686.0,85800.0,17,0,No,Yes,Mobile App,Widowed,Student,2023-12-26,Yes
CUS10748,30.0,female,AB,Edmonton,25-Jul-2015,9.4,Personal Loan,2,3325.91,774.0,"$67,500",11,4,No,Yes,phone,Single,Self-Employed,2022-01-03,Yes
CUS11864,20.0,Non-binary,Que.,Montreal,02/07/2017,7.5,Mortgage,1,3367.58,876.0,35100.0,10,0,N,No,Phone,Widowed,Unemployed,2019-10-20,No
CUS10223,52.0,Male,Newfoundland and Labrador,St. John's,2017-06-23,7.5,Chequing,4,"$2,592.56",646.0,117800.0,0,0,Yes,N,Mobile App,Single,Self-Employed,2021-01-21,No
CUS11349,18.0,MALE,NS,Halifax,13-Feb-2013,11.9,Mortgage,1,"$1,373.83",693.0,49200.0,12,0,Yes,Y,Online,Divorced,Full-Time,"March 16, 2024",Yes
CUS11503,59.0,MALE,Alta.,Edmonton,24/10/2017,7.2,Savings,3,"$2,223.14",619.0,33100.0,8,0,Y,No,phone,Single,Part-Time,20-Feb-2021,No
CUS13554,33.0,Male,British Columbia,Victoria,2019-04-05,5.7,TFSA,3,7180.43,546.0,41200.0,13,0,Yes,No,Phone Banking,Married,Full-Time,"January 26, 2023",No
CUS11666,34.0,male,SK,Regina,12/04/2020,4.7,Savings,3,20286.85,663.0,,25,1,No,FALSE,Online banking,Widowed,Student,2021-11-10,Yes
CUS12936,28.0,Female,QC,Laval,16/08/2018,6.4,Personal Loan,2,2465.84,565.0,"$90,200",14,0,Y,Yes,mobile app,Married,Self-Employed,09/04/2023,Yes
CUS13274,42.0,male,nova scotia,Halifax,11-29-2012,12.1,Credit Card,3,-349.52,720.0,,3,0,1,Yes,Phone,Divorced,Retired,05-25-2024,Yes
CUS10036,31.0,male,NS,Sydney,02-Mar-2023,1.8,Personal Loan,2,1964.98,699.0,"$55,300",24,3,No,Yes,phone,Widowed,Part-Time,08-Oct-2024,Yes
CUS10831,51.0,F,MB,Brandon,"June 27, 2012",12.5,Credit Card,4,"$19,858.36",592.0,65100.0,8,0,TRUE,No,In-Branch,Married,Part-Time,2018-01-23,Yes
CUS13505,56.0,MALE,pei,Charlottetown,11-Nov-2022,2.1,Credit Card,2,50672.84,796.0,75500.0,15,0,No,Yes,Online,Single,Unemployed,2024-08-21,Yes
CUS13703,35.0,Female,BC,Vancouver,2021-09-03,3.3,Savings,4,"$1,692.42",761.0,44K,19,0,Yes,Yes,online,Divorced,Unemployed,03-29-2022,No
CUS11762,64.0,FEMALE,MB,Winnipeg,22/07/2021,3.4,TFSA,1,$597.69,648.0,"$37,100",0,0,FALSE,N,phone,Single,Self-Employed,10-06-2024,Yes
CUS10348,43.0,Female,newfoundland,Corner Brook,2012-06-14,12.5,Mortgage,3,1837.67,581.0,"$45,500",25,0,N,1,mobile app,Widowed,Retired,2021-06-17,No
CUS10168,57.0,female,new brunswick,Moncton,02-20-2013,11.9,Savings,1,1433.23,867.0,"$50,900",19,0,Yes,0,Branch,Single,Retired,2024-08-05,No
CUS13918,18.0,FEMALE,pei,Charlottetown,2023-09-03,1.3,Chequing,2,968.88,637.0,49500.0,24,2,No,Yes,Branch ,Divorced,Full-Time,08/07/2024,No
CUS10117,50.0,Female,QC,Laval,15/12/2016,8.0,Personal Loan,4,3064.78,538.0,39K,3,0,TRUE,Yes,Online Banking,,Student,2018-05-04,No
CUS10531,18.0,Male,Newfoundland and Labrador,Corner Brook,2010-02-08,14.9,TFSA,1,4607.25,677.0,"$72,300",6,0,Yes,0,Mobile App,Married,Retired,2014-06-01,No
CUS11395,50.0,M,SK,Regina,2013-04-17,11.7,Savings,4,1699.7,608.0,87900.0,29,1,Y,No,App,Widowed,Student,15/10/2023,No
CUS13858,44.0,Male,Saskatchewan,Saskatoon,21/10/2022,2.2,Savings,3,1266.74,,53K,5,0,Yes,N,Mobile App,Widowed,,2023-02-22,Yes
CUS11029,58.0,Female,NS,Halifax,2020-05-27,4.6,Credit Card,2,-1174.78,678.0,86K,21,1,No,No,Online,Married,Retired,2023-02-27,Yes
CUS11642,36.0,FEMALE,BC,Vancouver,2022-06-08,2.6,Mortgage,2,4987.44,728.0,"$82,900",20,1,0,Yes,branch,Divorced,Unemployed,2023-11-17,Yes
CUS12951,63.0,FEMALE,AB,Edmonton,03-03-2010,14.8,Mortgage,2,"$1,794.70",745.0,"$60,000",11,0,N,Y,Mobile,Divorced,Part-Time,04-21-2011,Yes
CUS13143,32.0,MALE,SK,Saskatoon,2017-04-04,7.7,Personal Loan,4,"$2,952.31",723.0,"$43,500",22,1,No,No,Branch ,Divorced,Part-Time,2018-06-29,No
CUS13446,42.0,F,newfoundland,St. John's,05/12/2016,8.1,Savings,4,"$12,932.24",-1.0,"$67,800",15,0,Yes,No,mobile app,Single,Part-Time,14-Dec-2020,Yes
CUS14080,36.0,F,NB,Saint John,18/12/2016,8.0,Personal Loan,2,2822.98,681.0,85100.0,16,0,No,Y,mobile app,Single,Retired,07-17-2020,Yes
CUS13198,34.0,Male,Newfoundland and Labrador,Corner Brook,2015-06-20,9.5,Mortgage,2,"$1,456.93",649.0,"$30,600",0,0,N,No,Branch ,Single,Full-Time,2024-10-02,No
CUS14053,35.0,FEMALE,saskatchewan,Regina,2015-05-25,9.6,TFSA,1,"$11,309.70",668.0,81K,28,1,No,Yes,App,Divorced,Retired,09-20-2024,Yes
CUS13816,26.0,Male,MB,Brandon,02-Oct-2018,6.2,Savings,1,6771.81,626.0,"$41,600",3,1,No,Yes,Mobile,Married,Full-Time,11/11/2021,Yes
CUS11780,35.0,Female,QC,Laval,2013-12-03,11.1,RRSP,2,1104.55,650.0,"$61,400",8,0,No,No,online,Widowed,Self-Employed,26/10/2014,
CUS11026,43.0,female,saskatchewan,Regina,09-Apr-2020,4.7,Mortgage,4,1348.9,722.0,"$169,100",9,0,No,N,Branch,Widowed,Unemployed,23-Apr-2022,Yes
CUS13269,28.0,MALE,alberta,Red Deer,04-11-2023,1.7,RRSP,1,"$1,006.26",650.0,73700.0,7,0,1,No,Mobile App,Married,Student,2023-12-02,No
CUS12800,46.0,Female,Quebec,Montreal,2019-12-22,5.0,RRSP,4,5992.81,641.0,"$76,900",12,3,No,Yes,Phone,Widowed,Unemployed,2020-11-25,
CUS10082,19.0,FEMALE,british columbia,Surrey,04-26-2010,14.7,Mortgage,1,"$1,488.09",684.0,61K,4,0,Yes,Y,online,Married,Unemployed,2024-09-21,No
CUS12603,37.0,M,Quebec,Laval,19/03/2010,14.8,Mortgage,2,8677.02,652.0,41K,15,0,Yes,FALSE,Branch ,Divorced,Unemployed,04-22-2022,Yes
CUS12031,37.0,female,newfoundland,St. John's,"October 09, 2021",3.2,Personal Loan,1,"$9,743.17",538.0,"$94,300",14,0,No,No,Mobile App,Divorced,Part-Time,2022-10-23,No
CUS12769,45.0,MALE,Saskatchewan,Regina,15-Jul-2013,11.5,Mortgage,3,6911.61,779.0,18K,23,1,No,No,mobile app,Married,Retired,"May 08, 2016",No
CUS12786,37.0,male,Que.,Montreal,23/04/2013,11.7,TFSA,2,5600.69,745.0,"$126,900",14,0,N,No,Online,Married,Full-Time,06/05/2024,No
CUS11477,42.0,Male,Newfoundland and Labrador,Corner Brook,07-30-2010,14.4,Chequing,2,"$18,581.41",569.0,"$46,900",13,0,Yes,No,mobile app,Single,Student,2022-08-29,No
CUS13132,46.0,F,ON,Toronto,2020-03-23,4.8,Credit Card,5,1292.47,539.0,73000.0,0,0,No,Yes,Phone,Married,Retired,25-Apr-2020,No
CUS12574,44.0,F,Alta.,Edmonton,"March 11, 2017",7.8,TFSA,1,5365.24,630.0,49900.0,0,0,N,No,Branch,Divorced,Unemployed,2018-01-12,
CUS11478,45.0,F,Nova Scotia,Sydney,24-Jul-2012,12.4,RRSP,1,3306.15,580.0,"$117,100",14,0,1,No,Phone Banking,Widowed,Retired,"August 02, 2019",No
CUS13024,62.0,Male,pei,Charlottetown,2013-08-08,11.4,TFSA,1,"$2,862.20",621.0,33400.0,9,0,No,Yes,Online banking,Widowed,Unemployed,10-16-2013,No
CUS12484,61.0,female,Ontario,London,2022-02-15,2.9,Savings,2,59686.94,546.0,,5,0,Yes,N,phone,Married,Student,18/01/2024,Yes
CUS12590,51.0,MALE,Quebec,Quebec City,2014-09-12,10.3,Personal Loan,3,8827.93,687.0,,29,1,Yes,N,Branch ,Single,Self-Employed,07/04/2015,No
CUS12158,42.0,non-binary,newfoundland,Corner Brook,2010-07-24,14.4,Credit Card,3,"$-1,539.04",654.0,32500.0,6,0,No,No,In-Branch,Divorced,,14/06/2012,No
CUS11887,43.0,M,AB, Edmonton ,05/04/2016,8.7,Personal Loan,3,"$3,414.09",830.0,,1,0,Yes,Yes,phone,Widowed,Self-Employed,04/07/2020,No
CUS13891,53.0,Female,NS,Sydney,2017-02-14,7.9,RRSP,1,6474.89,652.0,123000.0,20,0,N,N,online,Divorced,Student,2019-07-15,Yes
CUS11630,25.0,Non-binary,AB,Edmonton,2020-09-28,4.3,Chequing,3,3740.58,672.0,"$25,200",13,0,No,No,Phone Banking,Divorced,Retired,2024-01-31,Yes
CUS12972,68.0,female,nova scotia,Halifax,2013-12-17,11.0,Savings,2,"$3,810.61",742.0,71900.0,25,1,Yes,Y,Phone Banking,Divorced,Retired,06-Oct-2017,No
CUS10041,68.0,male,Alta., Red Deer ,11-30-2014,10.1,Credit Card,1,$-235.06,388.0,"$34,200",26,0,N,N,Online Banking,Divorced,Self-Employed,03-30-2022,No
CUS11705,52.0,M,newfoundland,St. John's,04/09/2016,8.3,Personal Loan,2,"$5,631.19",734.0,47800.0,12,4,Y,No,mobile app,Divorced,Student,18-Sep-2022,Yes
CUS13984,47.0,F,newfoundland,Corner Brook,"March 13, 2012",12.8,TFSA,3,"$30,498.85",734.0,35800.0,17,0,No,Yes,Mobile,Married,Retired,2018-12-12,No
CUS13428,64.0,M,PE,Charlottetown,2020-05-19,4.6,Personal Loan,4,4568.68,659.0,41K,7,0,No,Yes,Mobile,Married,Student,2021-05-29,No
CUS10312,40.0,Female,british columbia,Vancouver,2020-11-10,4.1,Personal Loan,2,7795.7,639.0,54200.0,2,0,Yes,0,Mobile App,Married,Self-Employed,20/01/2024,Yes
CUS11632,31.0,F,manitoba,Brandon,2019-11-11,5.1,Personal Loan,5,3453.1,826.0,29400.0,24,1,0,No,Phone,Single,Retired,2023-02-27,Yes
CUS12677,52.0,,Alberta,Red Deer,2023-05-27,1.6,Personal Loan,3,2597.97,,59K,22,0,No,1,Online Banking,Single,Full-Time,02-27-2024,No
CUS12068,,MALE,ontario,Toronto,2019-01-27,5.9,Savings,3,46812.25,700.0,29900.0,15,0,0,N,online,Widowed,Unemployed,2022-07-04,Yes
CUS11427,39.0,male,Que.,Laval,09-23-2019,5.3,Credit Card,2,-169.15,643.0,"$86,100",16,0,0,Y,Phone,Divorced,Unemployed,2024-05-20,No
CUS12003,27.0,Non-binary,new brunswick,Saint John,2013-12-10,11.1,RRSP,2,"$1,721.45",592.0,,12,0,TRUE,Yes,In-Branch,Widowed,Self-Employed,10-15-2019,Yes
CUS10358,18.0,Female,Que.,Montreal,10-26-2016,8.2,Savings,1,"$11,421.94",,28200.0,3,3,No,No,phone,Married,Unemployed,"April 03, 2019",No
CUS12409,51.0,Female,Nova Scotia,Sydney,2016-11-25,8.1,Personal Loan,1,2292.55,642.0,52500.0,23,0,Yes,Y,Mobile App,Married,Student,03-18-2017,Yes
CUS11130,47.0,M,Manitoba,Brandon,10-09-2019,5.2,Chequing,2,3880.47,641.0,"$20,900",9,3,No,Yes,App,Married,Part-Time,2023-08-07,Yes
CUS12617,43.0,male,pei,Charlottetown,17/07/2016,8.5,Mortgage,1,495.23,637.0,28700.0,16,0,No,Y,mobile app,Widowed,Part-Time,2019-01-18,No
CUS13019,30.0,female,NL,St. John's,2015-08-04,9.4,Personal Loan,3,"$9,540.56",658.0,118600.0,14,0,Yes,Yes,Phone,Divorced,Full-Time,23/04/2019,No
